record started at: 04-30-19 02:26:54

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
5850 5849 30.00 0:00:03:15.00/1000 0:00:03:14.967/1000 370.04 250.40 456.84 191.42 -1000.00 -1000.00 90.00 111.00 
5851 5851 30.00 0:00:03:15.34/1000 0:00:03:15.00/1000 369.46 254.07 457.02 192.86 -1000.00 -1000.00 92.00 111.00 
5852 5852 30.00 0:00:03:15.67/1000 0:00:03:15.34/1000 369.48 255.17 457.00 193.27 -1000.00 -1000.00 98.00 109.00 
5853 5852 30.00 0:00:03:15.100/1000 0:00:03:15.67/1000 370.15 256.42 456.73 193.67 -1000.00 -1000.00 99.00 109.00 
5854 5854 30.00 0:00:03:15.134/1000 0:00:03:15.100/1000 370.36 257.91 456.64 194.21 -1000.00 -1000.00 98.00 110.00 
5855 5855 30.00 0:00:03:15.167/1000 0:00:03:15.134/1000 369.49 256.50 456.98 193.77 -1000.00 -1000.00 93.00 108.00 
5856 5855 30.00 0:00:03:15.200/1000 0:00:03:15.167/1000 368.02 253.47 457.57 192.79 -1000.00 -1000.00 90.00 108.00 
5857 5857 30.00 0:00:03:15.234/1000 0:00:03:15.200/1000 367.04 250.79 457.98 191.89 -1000.00 -1000.00 91.00 108.00 
5858 5858 30.00 0:00:03:15.267/1000 0:00:03:15.234/1000 365.41 250.00 458.61 191.77 -1000.00 -1000.00 90.00 112.00 
5859 5858 30.00 0:00:03:15.300/1000 0:00:03:15.267/1000 363.73 249.49 459.25 191.76 -1000.00 -1000.00 91.00 111.00 
5860 5860 30.00 0:00:03:15.334/1000 0:00:03:15.300/1000 363.45 246.31 459.39 190.59 -1000.00 -1000.00 98.00 108.00 
5861 5861 30.00 0:00:03:15.367/1000 0:00:03:15.334/1000 363.47 244.82 459.40 190.03 -1000.00 -1000.00 97.00 109.00 
5862 5861 30.00 0:00:03:15.400/1000 0:00:03:15.367/1000 363.65 244.51 459.34 189.90 -1000.00 -1000.00 99.00 108.00 
5863 5863 30.00 0:00:03:15.434/1000 0:00:03:15.400/1000 362.65 245.23 459.71 190.28 -1000.00 -1000.00 92.00 109.00 
5864 5864 30.00 0:00:03:15.467/1000 0:00:03:15.434/1000 361.28 245.79 460.22 190.64 -1000.00 -1000.00 94.00 105.00 
5865 5864 30.00 0:00:03:15.500/1000 0:00:03:15.467/1000 360.82 249.24 460.36 191.99 -1000.00 -1000.00 94.00 110.00 
5866 5866 30.00 0:00:03:15.534/1000 0:00:03:15.500/1000 367.08 254.00 457.93 193.10 -1000.00 -1000.00 99.00 106.00 
5867 5867 30.00 0:00:03:15.567/1000 0:00:03:15.534/1000 425.69 257.10 436.03 187.91 -1000.00 -1000.00 113.00 108.00 
5868 5867 30.00 0:00:03:15.600/1000 0:00:03:15.567/1000 470.86 260.07 419.71 184.27 -1000.00 -1000.00 109.00 110.00 
5869 5869 30.00 0:00:03:15.634/1000 0:00:03:15.600/1000 460.62 264.37 423.27 186.89 -1000.00 -1000.00 115.00 115.00 
5870 5870 30.00 0:00:03:15.667/1000 0:00:03:15.634/1000 454.00 269.23 425.54 189.37 -1000.00 -1000.00 109.00 116.00 
5871 5870 30.00 0:00:03:15.700/1000 0:00:03:15.667/1000 446.85 272.75 428.05 191.42 -1000.00 -1000.00 113.00 122.00 
5872 5872 30.00 0:00:03:15.734/1000 0:00:03:15.700/1000 440.85 274.69 430.19 192.78 -1000.00 -1000.00 107.00 121.00 
5873 5873 30.00 0:00:03:15.767/1000 0:00:03:15.734/1000 434.01 275.63 432.67 193.87 -1000.00 -1000.00 104.00 128.00 
5874 5873 30.00 0:00:03:15.800/1000 0:00:03:15.767/1000 428.24 278.06 434.73 195.40 -1000.00 -1000.00 97.00 130.00 
5875 5875 30.00 0:00:03:15.834/1000 0:00:03:15.800/1000 423.78 275.92 436.41 195.09 -1000.00 -1000.00 101.00 125.00 
5876 5876 30.00 0:00:03:15.867/1000 0:00:03:15.834/1000 418.95 270.17 438.28 193.48 -1000.00 -1000.00 94.00 115.00 
5877 5876 30.00 0:00:03:15.900/1000 0:00:03:15.867/1000 421.51 272.47 437.30 194.06 -1000.00 -1000.00 89.00 118.00 
5878 5878 30.00 0:00:03:15.934/1000 0:00:03:15.900/1000 425.69 276.95 435.69 195.27 -1000.00 -1000.00 98.00 121.00 
5879 5879 30.00 0:00:03:15.967/1000 0:00:03:15.934/1000 421.35 275.36 437.31 195.15 -1000.00 -1000.00 94.00 125.00 
5880 5879 30.00 0:00:03:16.00/1000 0:00:03:15.967/1000 414.75 272.36 439.80 194.75 -1000.00 -1000.00 99.00 120.00 
5881 5881 30.00 0:00:03:16.34/1000 0:00:03:16.00/1000 409.22 269.87 441.88 194.43 -1000.00 -1000.00 96.00 120.00 
5882 5882 30.00 0:00:03:16.67/1000 0:00:03:16.34/1000 403.02 268.96 444.20 194.77 -1000.00 -1000.00 86.00 120.00 
5883 5882 30.00 0:00:03:16.100/1000 0:00:03:16.67/1000 398.16 266.21 446.05 194.27 -1000.00 -1000.00 96.00 116.00 
5884 5884 30.00 0:00:03:16.134/1000 0:00:03:16.100/1000 394.51 263.47 447.46 193.65 -1000.00 -1000.00 88.00 118.00 
5885 5885 30.00 0:00:03:16.167/1000 0:00:03:16.134/1000 391.09 263.07 448.75 193.87 -1000.00 -1000.00 94.00 117.00 
5886 5885 30.00 0:00:03:16.200/1000 0:00:03:16.167/1000 389.17 263.82 449.45 194.36 -1000.00 -1000.00 94.00 119.00 
5887 5887 30.00 0:00:03:16.234/1000 0:00:03:16.200/1000 385.83 265.53 450.69 195.37 -1000.00 -1000.00 92.00 122.00 
5888 5888 30.00 0:00:03:16.267/1000 0:00:03:16.234/1000 381.30 262.41 452.44 194.70 -1000.00 -1000.00 88.00 113.00 
5889 5888 30.00 0:00:03:16.300/1000 0:00:03:16.267/1000 377.28 257.45 454.02 193.27 -1000.00 -1000.00 89.00 113.00 
5890 5890 30.00 0:00:03:16.334/1000 0:00:03:16.300/1000 378.53 260.73 453.51 194.37 -1000.00 -1000.00 100.00 116.00 
5891 5891 30.00 0:00:03:16.367/1000 0:00:03:16.334/1000 378.48 266.47 453.45 196.54 -1000.00 -1000.00 89.00 114.00 
5892 5891 30.00 0:00:03:16.400/1000 0:00:03:16.367/1000 373.81 265.47 455.24 196.69 -1000.00 -1000.00 87.00 111.00 
5893 5893 30.00 0:00:03:16.434/1000 0:00:03:16.400/1000 370.32 264.05 456.58 196.54 -1000.00 -1000.00 86.00 114.00 
5894 5894 30.00 0:00:03:16.467/1000 0:00:03:16.434/1000 367.85 262.68 457.54 196.29 -1000.00 -1000.00 86.00 109.00 
5895 5894 30.00 0:00:03:16.500/1000 0:00:03:16.467/1000 365.77 261.34 458.35 196.02 -1000.00 -1000.00 86.00 112.00 
5896 5896 30.00 0:00:03:16.534/1000 0:00:03:16.500/1000 364.25 262.93 458.91 196.79 -1000.00 -1000.00 87.00 112.00 
5897 5897 30.00 0:00:03:16.567/1000 0:00:03:16.534/1000 363.81 261.30 459.10 196.22 -1000.00 -1000.00 89.00 109.00 
5898 5897 30.00 0:00:03:16.600/1000 0:00:03:16.567/1000 364.59 259.47 458.82 195.44 -1000.00 -1000.00 95.00 110.00 
5899 5899 30.00 0:00:03:16.634/1000 0:00:03:16.600/1000 363.96 261.28 459.04 196.20 -1000.00 -1000.00 88.00 116.00 
5900 5900 30.00 0:00:03:16.667/1000 0:00:03:16.634/1000 361.51 259.78 459.99 195.90 -1000.00 -1000.00 88.00 112.00 
5901 5900 30.00 0:00:03:16.700/1000 0:00:03:16.667/1000 360.74 253.65 460.35 193.66 -1000.00 -1000.00 94.00 108.00 
5902 5902 30.00 0:00:03:16.734/1000 0:00:03:16.700/1000 359.00 252.28 461.03 193.34 -1000.00 -1000.00 89.00 111.00 
5903 5903 30.00 0:00:03:16.767/1000 0:00:03:16.734/1000 356.12 253.94 462.11 194.29 -1000.00 -1000.00 90.00 111.00 
5904 5903 30.00 0:00:03:16.800/1000 0:00:03:16.767/1000 353.37 254.71 463.17 194.89 -1000.00 -1000.00 91.00 113.00 
5905 5905 30.00 0:00:03:16.834/1000 0:00:03:16.800/1000 343.81 253.83 466.86 195.62 -1000.00 -1000.00 88.00 108.00 
5906 5906 30.00 0:00:03:16.867/1000 0:00:03:16.834/1000 335.45 251.17 470.13 195.54 -1000.00 -1000.00 91.00 108.00 
5907 5906 30.00 0:00:03:16.900/1000 0:00:03:16.867/1000 333.27 248.70 470.99 194.84 -1000.00 -1000.00 87.00 109.00 
5908 5908 30.00 0:00:03:16.934/1000 0:00:03:16.900/1000 331.63 246.88 471.65 194.33 -1000.00 -1000.00 89.00 114.00 
5909 5909 30.00 0:00:03:16.967/1000 0:00:03:16.934/1000 331.39 243.79 471.76 193.18 -1000.00 -1000.00 88.00 109.00 
5910 5909 30.00 0:00:03:17.00/1000 0:00:03:16.967/1000 331.28 237.83 471.85 190.92 -1000.00 -1000.00 88.00 105.00 
5911 5911 30.00 0:00:03:17.34/1000 0:00:03:17.00/1000 330.90 234.02 472.02 189.52 -1000.00 -1000.00 88.00 110.00 
5912 5912 30.00 0:00:03:17.67/1000 0:00:03:17.34/1000 330.47 231.38 472.21 188.56 -1000.00 -1000.00 88.00 110.00 
5913 5912 30.00 0:00:03:17.100/1000 0:00:03:17.67/1000 329.81 228.46 472.48 187.53 -1000.00 -1000.00 87.00 116.00 
5914 5914 30.00 0:00:03:17.134/1000 0:00:03:17.100/1000 329.97 222.25 472.47 185.17 -1000.00 -1000.00 86.00 104.00 
5915 5915 30.00 0:00:03:17.167/1000 0:00:03:17.134/1000 330.56 215.65 472.28 182.62 -1000.00 -1000.00 86.00 105.00 
5916 5915 30.00 0:00:03:17.200/1000 0:00:03:17.167/1000 331.86 208.07 471.83 179.65 -1000.00 -1000.00 88.00 94.00 
5917 5917 30.00 0:00:03:17.234/1000 0:00:03:17.200/1000 332.56 206.15 471.57 178.86 -1000.00 -1000.00 89.00 102.00 
5918 5918 30.00 0:00:03:17.267/1000 0:00:03:17.234/1000 331.37 211.57 472.00 181.01 -1000.00 -1000.00 88.00 102.00 
5919 5918 30.00 0:00:03:17.300/1000 0:00:03:17.267/1000 330.83 214.80 472.18 182.28 -1000.00 -1000.00 88.00 106.00 
5920 5920 30.00 0:00:03:17.334/1000 0:00:03:17.300/1000 331.16 217.23 472.04 183.15 -1000.00 -1000.00 87.00 102.00 
5921 5921 30.00 0:00:03:17.367/1000 0:00:03:17.334/1000 333.31 213.94 471.23 181.69 -1000.00 -1000.00 90.00 98.00 
5922 5921 30.00 0:00:03:17.400/1000 0:00:03:17.367/1000 335.40 210.91 470.45 180.34 -1000.00 -1000.00 90.00 97.00 
5923 5923 30.00 0:00:03:17.434/1000 0:00:03:17.400/1000 335.25 213.72 470.48 181.40 -1000.00 -1000.00 90.00 103.00 
5924 5924 30.00 0:00:03:17.467/1000 0:00:03:17.434/1000 334.85 212.63 470.65 181.04 -1000.00 -1000.00 89.00 96.00 
5925 5924 30.00 0:00:03:17.500/1000 0:00:03:17.467/1000 333.50 211.72 471.17 180.84 -1000.00 -1000.00 88.00 100.00 
5926 5926 30.00 0:00:03:17.534/1000 0:00:03:17.500/1000 331.33 214.98 471.99 182.29 -1000.00 -1000.00 88.00 100.00 
5927 5927 30.00 0:00:03:17.567/1000 0:00:03:17.534/1000 331.01 211.47 472.14 181.01 -1000.00 -1000.00 87.00 94.00 
5928 5927 30.00 0:00:03:17.600/1000 0:00:03:17.567/1000 331.05 208.33 472.14 179.83 -1000.00 -1000.00 87.00 96.00 
5929 5929 30.00 0:00:03:17.634/1000 0:00:03:17.600/1000 329.92 210.53 472.56 180.77 -1000.00 -1000.00 87.00 99.00 
5930 5930 30.00 0:00:03:17.667/1000 0:00:03:17.634/1000 328.76 208.77 473.02 180.24 -1000.00 -1000.00 86.00 96.00 
5931 5930 30.00 0:00:03:17.700/1000 0:00:03:17.667/1000 329.00 205.89 472.95 179.14 -1000.00 -1000.00 88.00 101.00 
5932 5932 30.00 0:00:03:17.734/1000 0:00:03:17.700/1000 329.91 250.07 472.29 195.74 -1000.00 -1000.00 73.00 53.00 
5933 5933 30.00 0:00:03:17.767/1000 0:00:03:17.734/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
5934 5933 30.00 0:00:03:17.800/1000 0:00:03:17.767/1000 324.53 293.25 474.12 213.13 -1000.00 -1000.00 71.00 44.00 
5935 5935 30.00 0:00:03:17.834/1000 0:00:03:17.800/1000 313.08 263.81 478.84 202.97 -1000.00 -1000.00 80.00 93.00 
5936 5936 30.00 0:00:03:17.867/1000 0:00:03:17.834/1000 304.83 226.67 482.28 189.59 -1000.00 -1000.00 79.00 106.00 
5937 5936 30.00 0:00:03:17.900/1000 0:00:03:17.867/1000 300.38 222.35 484.06 188.43 -1000.00 -1000.00 80.00 102.00 
5938 5938 30.00 0:00:03:17.934/1000 0:00:03:17.900/1000 297.50 221.88 485.20 188.57 -1000.00 -1000.00 79.00 109.00 
5939 5939 30.00 0:00:03:17.967/1000 0:00:03:17.934/1000 296.57 213.66 485.59 185.54 -1000.00 -1000.00 79.00 110.00 
5940 5939 30.00 0:00:03:18.00/1000 0:00:03:17.967/1000 295.92 202.77 485.88 181.47 -1000.00 -1000.00 77.00 98.00 
5941 5941 30.00 0:00:03:18.34/1000 0:00:03:18.00/1000 294.12 197.75 486.61 179.77 -1000.00 -1000.00 77.00 101.00 
5942 5942 30.00 0:00:03:18.67/1000 0:00:03:18.34/1000 291.75 195.14 487.56 179.04 -1000.00 -1000.00 76.00 97.00 
5943 5942 30.00 0:00:03:18.100/1000 0:00:03:18.67/1000 289.26 191.28 488.55 177.85 -1000.00 -1000.00 75.00 98.00 
5944 5944 30.00 0:00:03:18.134/1000 0:00:03:18.100/1000 288.27 182.17 488.96 174.53 -1000.00 -1000.00 74.00 84.00 
5945 5945 30.00 0:00:03:18.167/1000 0:00:03:18.134/1000 286.72 179.27 489.58 173.60 -1000.00 -1000.00 75.00 95.00 
5946 5945 30.00 0:00:03:18.200/1000 0:00:03:18.167/1000 276.13 170.84 493.78 171.54 -1000.00 -1000.00 66.00 79.00 
5947 5947 30.00 0:00:03:18.234/1000 0:00:03:18.200/1000 265.99 163.53 497.83 169.84 -1000.00 -1000.00 67.00 91.00 
5948 5948 30.00 0:00:03:18.267/1000 0:00:03:18.234/1000 265.62 160.24 497.97 168.65 -1000.00 -1000.00 65.00 74.00 
5949 5948 30.00 0:00:03:18.300/1000 0:00:03:18.267/1000 268.38 146.67 496.87 163.32 -1000.00 -1000.00 64.00 69.00 
5950 5950 30.00 0:00:03:18.334/1000 0:00:03:18.300/1000 266.83 158.48 497.49 167.87 -1000.00 -1000.00 66.00 86.00 
5951 5951 30.00 0:00:03:18.367/1000 0:00:03:18.334/1000 265.04 168.33 498.20 171.75 -1000.00 -1000.00 65.00 86.00 
5952 5951 30.00 0:00:03:18.400/1000 0:00:03:18.367/1000 270.35 149.18 496.09 164.05 -1000.00 -1000.00 62.00 65.00 
5953 5953 30.00 0:00:03:18.434/1000 0:00:03:18.400/1000 276.91 131.99 493.51 157.06 -1000.00 -1000.00 61.00 60.00 
5954 5954 30.00 0:00:03:18.467/1000 0:00:03:18.434/1000 277.80 139.71 493.15 159.81 -1000.00 -1000.00 66.00 75.00 
5955 5954 30.00 0:00:03:18.500/1000 0:00:03:18.467/1000 275.29 158.30 494.13 166.94 -1000.00 -1000.00 67.00 82.00 
5956 5956 30.00 0:00:03:18.534/1000 0:00:03:18.500/1000 275.56 165.22 494.02 169.49 -1000.00 -1000.00 68.00 81.00 
5957 5957 30.00 0:00:03:18.567/1000 0:00:03:18.534/1000 278.86 156.09 492.72 165.76 -1000.00 -1000.00 66.00 69.00 
5958 5957 30.00 0:00:03:18.600/1000 0:00:03:18.567/1000 277.77 158.33 493.15 166.70 -1000.00 -1000.00 70.00 85.00 
5959 5959 30.00 0:00:03:18.634/1000 0:00:03:18.600/1000 279.04 154.50 492.65 165.15 -1000.00 -1000.00 66.00 67.00 
5960 5960 30.00 0:00:03:18.667/1000 0:00:03:18.634/1000 271.48 153.93 495.64 165.70 -1000.00 -1000.00 66.00 82.00 
5961 5960 30.00 0:00:03:18.700/1000 0:00:03:18.667/1000 255.88 164.33 501.88 171.19 -1000.00 -1000.00 61.00 76.00 
5962 5962 30.00 0:00:03:18.734/1000 0:00:03:18.700/1000 256.09 146.61 501.77 164.53 -1000.00 -1000.00 59.00 60.00 
5963 5963 30.00 0:00:03:18.767/1000 0:00:03:18.734/1000 259.67 132.49 500.32 158.93 -1000.00 -1000.00 61.00 63.00 
5964 5963 30.00 0:00:03:18.800/1000 0:00:03:18.767/1000 260.95 130.50 499.81 158.07 -1000.00 -1000.00 60.00 61.00 
5965 5965 30.00 0:00:03:18.834/1000 0:00:03:18.800/1000 261.79 129.95 499.48 157.79 -1000.00 -1000.00 63.00 66.00 
5966 5966 30.00 0:00:03:18.867/1000 0:00:03:18.834/1000 260.93 131.06 499.82 158.28 -1000.00 -1000.00 62.00 68.00 
5967 5966 30.00 0:00:03:18.900/1000 0:00:03:18.867/1000 262.89 123.37 499.03 155.26 -1000.00 -1000.00 61.00 60.00 
5968 5968 30.00 0:00:03:18.934/1000 0:00:03:18.900/1000 265.60 116.73 497.96 152.57 -1000.00 -1000.00 62.00 60.00 
5969 5969 30.00 0:00:03:18.967/1000 0:00:03:18.934/1000 266.27 121.08 497.70 154.10 -1000.00 -1000.00 64.00 66.00 
5970 5969 30.00 0:00:03:19.00/1000 0:00:03:18.967/1000 268.27 121.55 496.91 154.08 -1000.00 -1000.00 61.00 60.00 
5971 5971 30.00 0:00:03:19.34/1000 0:00:03:19.00/1000 270.53 119.65 496.02 153.17 -1000.00 -1000.00 64.00 64.00 
5972 5972 30.00 0:00:03:19.67/1000 0:00:03:19.34/1000 271.23 127.78 495.74 156.07 -1000.00 -1000.00 67.00 72.00 
5973 5972 30.00 0:00:03:19.100/1000 0:00:03:19.67/1000 270.22 142.41 496.14 161.56 -1000.00 -1000.00 66.00 83.00 
5974 5974 30.00 0:00:03:19.134/1000 0:00:03:19.100/1000 270.10 150.17 496.19 164.44 -1000.00 -1000.00 69.00 85.00 
5975 5975 30.00 0:00:03:19.167/1000 0:00:03:19.134/1000 272.77 149.44 495.13 163.91 -1000.00 -1000.00 69.00 85.00 
5976 5975 30.00 0:00:03:19.200/1000 0:00:03:19.167/1000 278.89 136.90 492.73 158.67 -1000.00 -1000.00 67.00 68.00 
5977 5977 30.00 0:00:03:19.234/1000 0:00:03:19.200/1000 286.58 120.49 489.75 151.95 -1000.00 -1000.00 67.00 64.00 
5978 5978 30.00 0:00:03:19.267/1000 0:00:03:19.234/1000 284.92 131.11 490.37 155.97 -1000.00 -1000.00 69.00 83.00 
5979 5978 30.00 0:00:03:19.300/1000 0:00:03:19.267/1000 281.16 144.73 491.82 161.33 -1000.00 -1000.00 69.00 83.00 
5980 5980 30.00 0:00:03:19.334/1000 0:00:03:19.300/1000 288.03 130.17 489.16 155.33 -1000.00 -1000.00 67.00 66.00 
5981 5981 30.00 0:00:03:19.367/1000 0:00:03:19.334/1000 306.63 133.71 481.96 154.83 -1000.00 -1000.00 79.00 88.00 
5982 5981 30.00 0:00:03:19.400/1000 0:00:03:19.367/1000 314.47 154.13 478.85 161.50 -1000.00 -1000.00 80.00 93.00 
5983 5983 30.00 0:00:03:19.434/1000 0:00:03:19.400/1000 312.21 153.61 479.72 161.53 -1000.00 -1000.00 81.00 89.00 
5984 5984 30.00 0:00:03:19.467/1000 0:00:03:19.434/1000 311.30 158.70 480.05 163.48 -1000.00 -1000.00 82.00 98.00 
5985 5984 30.00 0:00:03:19.500/1000 0:00:03:19.467/1000 310.86 160.11 480.21 164.04 -1000.00 -1000.00 82.00 93.00 
5986 5986 30.00 0:00:03:19.534/1000 0:00:03:19.500/1000 315.02 150.24 478.66 160.03 -1000.00 -1000.00 78.00 89.00 
5987 5987 30.00 0:00:03:19.567/1000 0:00:03:19.534/1000 317.74 148.90 477.62 159.28 -1000.00 -1000.00 82.00 95.00 
5988 5987 30.00 0:00:03:19.600/1000 0:00:03:19.567/1000 320.66 150.24 476.50 159.48 -1000.00 -1000.00 83.00 96.00 
5989 5989 30.00 0:00:03:19.634/1000 0:00:03:19.600/1000 321.90 155.71 475.99 161.35 -1000.00 -1000.00 84.00 102.00 
5990 5990 30.00 0:00:03:19.667/1000 0:00:03:19.634/1000 323.27 158.22 475.45 162.13 -1000.00 -1000.00 84.00 102.00 
5991 5990 30.00 0:00:03:19.700/1000 0:00:03:19.667/1000 325.60 155.05 474.58 160.75 -1000.00 -1000.00 85.00 102.00 
5992 5992 30.00 0:00:03:19.734/1000 0:00:03:19.700/1000 326.72 153.14 474.17 159.95 -1000.00 -1000.00 85.00 101.00 
5993 5993 30.00 0:00:03:19.767/1000 0:00:03:19.734/1000 332.97 138.28 471.89 153.99 -1000.00 -1000.00 83.00 82.00 
5994 5993 30.00 0:00:03:19.800/1000 0:00:03:19.767/1000 336.31 130.80 470.68 151.00 -1000.00 -1000.00 85.00 91.00 
5995 5995 30.00 0:00:03:19.834/1000 0:00:03:19.800/1000 335.17 135.23 471.08 152.69 -1000.00 -1000.00 85.00 91.00 
5996 5996 30.00 0:00:03:19.867/1000 0:00:03:19.834/1000 337.90 131.84 470.08 151.22 -1000.00 -1000.00 85.00 85.00 
5997 5996 30.00 0:00:03:19.900/1000 0:00:03:19.867/1000 336.90 135.56 470.43 152.64 -1000.00 -1000.00 84.00 93.00 
5998 5998 30.00 0:00:03:19.934/1000 0:00:03:19.900/1000 332.73 148.84 471.91 157.81 -1000.00 -1000.00 89.00 102.00 
5999 5999 30.00 0:00:03:19.967/1000 0:00:03:19.934/1000 333.80 150.65 471.49 158.36 -1000.00 -1000.00 87.00 96.00 
6000 5999 30.00 0:00:03:20.00/1000 0:00:03:19.967/1000 327.06 154.24 474.03 160.31 -1000.00 -1000.00 81.00 85.00 
6001 6001 30.00 0:00:03:20.34/1000 0:00:03:20.00/1000 319.96 159.61 476.71 162.96 -1000.00 -1000.00 84.00 86.00 
6002 6002 30.00 0:00:03:20.67/1000 0:00:03:20.34/1000 320.63 157.92 476.46 162.28 -1000.00 -1000.00 84.00 91.00 
6003 6002 30.00 0:00:03:20.100/1000 0:00:03:20.67/1000 318.57 157.10 477.26 162.18 -1000.00 -1000.00 83.00 93.00 
6004 6004 30.00 0:00:03:20.134/1000 0:00:03:20.100/1000 317.88 153.21 477.55 160.83 -1000.00 -1000.00 85.00 96.00 
6005 6005 30.00 0:00:03:20.167/1000 0:00:03:20.134/1000 318.28 149.93 477.41 159.60 -1000.00 -1000.00 85.00 96.00 
6006 6005 30.00 0:00:03:20.200/1000 0:00:03:20.167/1000 319.73 144.93 476.88 157.65 -1000.00 -1000.00 84.00 92.00 
6007 6007 30.00 0:00:03:20.234/1000 0:00:03:20.200/1000 324.20 133.75 475.24 153.19 -1000.00 -1000.00 83.00 82.00 
6008 6008 30.00 0:00:03:20.267/1000 0:00:03:20.234/1000 351.11 148.36 464.99 155.89 -1000.00 -1000.00 88.00 85.00 
6009 6008 30.00 0:00:03:20.300/1000 0:00:03:20.267/1000 372.45 168.04 456.85 160.91 -1000.00 -1000.00 89.00 87.00 
6010 6010 30.00 0:00:03:20.334/1000 0:00:03:20.300/1000 369.01 165.50 458.15 160.33 -1000.00 -1000.00 92.00 92.00 
6011 6011 30.00 0:00:03:20.367/1000 0:00:03:20.334/1000 366.31 164.55 459.17 160.25 -1000.00 -1000.00 92.00 91.00 
6012 6011 30.00 0:00:03:20.400/1000 0:00:03:20.367/1000 362.66 165.11 460.52 160.80 -1000.00 -1000.00 92.00 95.00 
6013 6013 30.00 0:00:03:20.434/1000 0:00:03:20.400/1000 359.68 165.48 461.63 161.22 -1000.00 -1000.00 94.00 94.00 
6014 6014 30.00 0:00:03:20.467/1000 0:00:03:20.434/1000 352.20 154.64 464.53 158.04 -1000.00 -1000.00 92.00 97.00 
6015 6014 30.00 0:00:03:20.500/1000 0:00:03:20.467/1000 338.80 119.06 469.83 146.59 -1000.00 -1000.00 83.00 90.00 
6016 6016 30.00 0:00:03:20.534/1000 0:00:03:20.500/1000 331.87 87.23 472.64 136.01 -1000.00 -1000.00 81.00 85.00 
6017 6017 30.00 0:00:03:20.567/1000 0:00:03:20.534/1000 331.86 79.33 472.70 133.26 -1000.00 -1000.00 80.00 81.00 
6018 6017 30.00 0:00:03:20.600/1000 0:00:03:20.567/1000 332.10 75.23 472.64 131.82 -1000.00 -1000.00 79.00 81.00 
6019 6019 30.00 0:00:03:20.634/1000 0:00:03:20.600/1000 332.56 71.60 472.49 130.52 -1000.00 -1000.00 77.00 77.00 
6020 6020 30.00 0:00:03:20.667/1000 0:00:03:20.634/1000 318.91 67.99 477.60 130.42 -1000.00 -1000.00 70.00 70.00 
6021 6020 30.00 0:00:03:20.700/1000 0:00:03:20.667/1000 304.01 71.42 483.20 132.89 -1000.00 -1000.00 71.00 78.00 
6022 6022 30.00 0:00:03:20.734/1000 0:00:03:20.700/1000 307.48 70.99 481.89 132.44 -1000.00 -1000.00 69.00 72.00 
6023 6023 30.00 0:00:03:20.767/1000 0:00:03:20.734/1000 308.09 73.87 481.65 133.40 -1000.00 -1000.00 71.00 83.00 
6024 6023 30.00 0:00:03:20.800/1000 0:00:03:20.767/1000 308.05 78.08 481.64 134.88 -1000.00 -1000.00 71.00 78.00 
6025 6025 30.00 0:00:03:20.834/1000 0:00:03:20.800/1000 309.54 77.55 481.08 134.56 -1000.00 -1000.00 71.00 81.00 
6026 6026 30.00 0:00:03:20.867/1000 0:00:03:20.834/1000 312.06 72.12 480.15 132.44 -1000.00 -1000.00 69.00 68.00 
6027 6026 30.00 0:00:03:20.900/1000 0:00:03:20.867/1000 312.83 71.69 479.87 132.23 -1000.00 -1000.00 71.00 78.00 
6028 6028 30.00 0:00:03:20.934/1000 0:00:03:20.900/1000 312.70 73.80 479.91 132.97 -1000.00 -1000.00 67.00 69.00 
6029 6029 30.00 0:00:03:20.967/1000 0:00:03:20.934/1000 319.73 63.79 477.32 128.89 -1000.00 -1000.00 64.00 62.00 
6030 6029 30.00 0:00:03:21.00/1000 0:00:03:20.967/1000 317.76 66.73 478.04 130.08 -1000.00 -1000.00 69.00 72.00 
6031 6031 30.00 0:00:03:21.34/1000 0:00:03:21.00/1000 309.71 79.64 481.01 135.28 -1000.00 -1000.00 71.00 80.00 
6032 6032 30.00 0:00:03:21.67/1000 0:00:03:21.34/1000 312.50 75.22 479.97 133.49 -1000.00 -1000.00 68.00 66.00 
6033 6032 30.00 0:00:03:21.100/1000 0:00:03:21.67/1000 316.80 66.50 478.40 130.08 -1000.00 -1000.00 69.00 68.00 
6034 6034 30.00 0:00:03:21.134/1000 0:00:03:21.100/1000 314.76 69.23 479.15 131.20 -1000.00 -1000.00 69.00 70.00 
6035 6035 30.00 0:00:03:21.167/1000 0:00:03:21.134/1000 314.39 70.95 479.28 131.84 -1000.00 -1000.00 69.00 70.00 
6036 6035 30.00 0:00:03:21.200/1000 0:00:03:21.167/1000 316.70 69.03 478.43 130.97 -1000.00 -1000.00 67.00 67.00 
6037 6037 30.00 0:00:03:21.234/1000 0:00:03:21.200/1000 308.75 103.80 481.27 143.90 -1000.00 -1000.00 68.00 71.00 
6038 6038 30.00 0:00:03:21.267/1000 0:00:03:21.234/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
