record started at: 04-26-19 12:52:11

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
9129 9128 30.00 0:00:05:04.300/1000 0:00:05:04.267/1000 290.12 200.66 299.72 212.12 -1000.00 -1000.00 63.00 40.00 
9130 9130 30.00 0:00:05:04.334/1000 0:00:05:04.300/1000 288.50 199.72 300.05 211.86 -1000.00 -1000.00 63.00 41.00 
9131 9131 30.00 0:00:05:04.367/1000 0:00:05:04.334/1000 288.02 199.29 300.15 211.75 -1000.00 -1000.00 61.00 38.00 
9132 9131 30.00 0:00:05:04.400/1000 0:00:05:04.367/1000 288.18 200.89 300.11 212.12 -1000.00 -1000.00 60.00 38.00 
9133 9133 30.00 0:00:05:04.434/1000 0:00:05:04.400/1000 289.17 205.89 299.87 213.28 -1000.00 -1000.00 59.00 38.00 
9134 9134 30.00 0:00:05:04.467/1000 0:00:05:04.434/1000 291.47 210.04 299.37 214.28 -1000.00 -1000.00 56.00 37.00 
9135 9134 30.00 0:00:05:04.500/1000 0:00:05:04.467/1000 292.57 209.85 299.15 214.27 -1000.00 -1000.00 60.00 39.00 
9136 9136 30.00 0:00:05:04.534/1000 0:00:05:04.500/1000 298.52 217.22 297.89 216.11 -1000.00 -1000.00 53.00 38.00 
9137 9137 30.00 0:00:05:04.567/1000 0:00:05:04.534/1000 323.57 249.52 292.48 224.25 -1000.00 -1000.00 55.00 44.00 
9138 9137 30.00 0:00:05:04.600/1000 0:00:05:04.567/1000 346.90 289.98 287.34 234.28 -1000.00 -1000.00 53.00 45.00 
9139 9139 30.00 0:00:05:04.634/1000 0:00:05:04.600/1000 354.94 298.49 285.55 236.58 -1000.00 -1000.00 56.00 49.00 
9140 9140 30.00 0:00:05:04.667/1000 0:00:05:04.634/1000 355.70 292.43 285.37 235.29 -1000.00 -1000.00 62.00 55.00 
9141 9140 30.00 0:00:05:04.700/1000 0:00:05:04.667/1000 355.53 289.65 285.41 234.68 -1000.00 -1000.00 58.00 52.00 
9142 9142 30.00 0:00:05:04.734/1000 0:00:05:04.700/1000 354.84 282.87 285.56 233.14 -1000.00 -1000.00 58.00 49.00 
9143 9143 30.00 0:00:05:04.767/1000 0:00:05:04.734/1000 346.85 282.39 287.35 232.62 -1000.00 -1000.00 59.00 49.00 
9144 9143 30.00 0:00:05:04.800/1000 0:00:05:04.767/1000 339.38 281.84 289.00 232.11 -1000.00 -1000.00 56.00 46.00 
9145 9145 30.00 0:00:05:04.834/1000 0:00:05:04.800/1000 336.40 279.83 289.65 231.52 -1000.00 -1000.00 57.00 47.00 
9146 9146 30.00 0:00:05:04.867/1000 0:00:05:04.834/1000 338.32 278.13 289.23 231.25 -1000.00 -1000.00 56.00 44.00 
9147 9146 30.00 0:00:05:04.900/1000 0:00:05:04.867/1000 335.85 276.99 289.77 230.88 -1000.00 -1000.00 59.00 47.00 
9148 9148 30.00 0:00:05:04.934/1000 0:00:05:04.900/1000 329.74 277.15 291.09 230.61 -1000.00 -1000.00 62.00 49.00 
9149 9149 30.00 0:00:05:04.967/1000 0:00:05:04.934/1000 334.43 275.33 290.08 230.44 -1000.00 -1000.00 58.00 46.00 
9150 9149 30.00 0:00:05:05.00/1000 0:00:05:04.967/1000 338.97 274.37 289.09 230.45 -1000.00 -1000.00 57.00 46.00 
9151 9151 30.00 0:00:05:05.34/1000 0:00:05:05.00/1000 340.77 277.53 288.70 231.24 -1000.00 -1000.00 52.00 39.00 
9152 9152 30.00 0:00:05:05.67/1000 0:00:05:05.34/1000 337.42 280.77 289.43 231.78 -1000.00 -1000.00 56.00 44.00 
9153 9152 30.00 0:00:05:05.100/1000 0:00:05:05.67/1000 304.33 269.18 296.40 227.72 -1000.00 -1000.00 65.00 45.00 
9154 9154 30.00 0:00:05:05.134/1000 0:00:05:05.100/1000 216.60 216.28 313.24 213.58 -1000.00 -1000.00 60.00 48.00 
9155 9155 30.00 0:00:05:05.167/1000 0:00:05:05.134/1000 158.23 158.16 323.67 200.49 -1000.00 -1000.00 45.00 59.00 
9156 9155 30.00 0:00:05:05.200/1000 0:00:05:05.167/1000 182.47 139.96 320.15 196.87 -1000.00 -1000.00 47.00 63.00 
9157 9157 30.00 0:00:05:05.234/1000 0:00:05:05.200/1000 213.48 133.49 314.99 195.66 -1000.00 -1000.00 47.00 61.00 
9158 9158 30.00 0:00:05:05.267/1000 0:00:05:05.234/1000 242.52 129.43 309.76 194.91 -1000.00 -1000.00 49.00 67.00 
9159 9158 30.00 0:00:05:05.300/1000 0:00:05:05.267/1000 259.10 127.96 306.59 194.66 -1000.00 -1000.00 44.00 64.00 
9160 9160 30.00 0:00:05:05.334/1000 0:00:05:05.300/1000 264.84 127.71 305.46 194.64 -1000.00 -1000.00 46.00 65.00 
9161 9161 30.00 0:00:05:05.367/1000 0:00:05:05.334/1000 274.02 126.92 303.62 194.50 -1000.00 -1000.00 51.00 66.00 
9162 9161 30.00 0:00:05:05.400/1000 0:00:05:05.367/1000 278.31 127.64 302.74 194.70 -1000.00 -1000.00 47.00 58.00 
9163 9163 30.00 0:00:05:05.434/1000 0:00:05:05.400/1000 281.93 128.12 301.99 194.84 -1000.00 -1000.00 51.00 66.00 
9164 9164 30.00 0:00:05:05.467/1000 0:00:05:05.434/1000 290.06 128.40 300.28 194.96 -1000.00 -1000.00 52.00 66.00 
9165 9164 30.00 0:00:05:05.500/1000 0:00:05:05.467/1000 296.34 131.84 298.92 195.86 -1000.00 -1000.00 52.00 61.00 
9166 9166 30.00 0:00:05:05.534/1000 0:00:05:05.500/1000 299.74 141.34 298.13 198.24 -1000.00 -1000.00 66.00 32.00 
9167 9167 30.00 0:00:05:05.567/1000 0:00:05:05.534/1000 301.31 154.61 297.70 201.52 -1000.00 -1000.00 64.00 32.00 
9168 9167 30.00 0:00:05:05.600/1000 0:00:05:05.567/1000 329.99 192.87 291.24 211.36 -1000.00 -1000.00 61.00 39.00 
9169 9169 30.00 0:00:05:05.634/1000 0:00:05:05.600/1000 353.82 232.53 285.75 221.60 -1000.00 -1000.00 58.00 41.00 
9170 9170 30.00 0:00:05:05.667/1000 0:00:05:05.634/1000 342.73 246.29 288.29 224.33 -1000.00 -1000.00 56.00 41.00 
9171 9170 30.00 0:00:05:05.700/1000 0:00:05:05.667/1000 328.26 253.29 291.46 225.29 -1000.00 -1000.00 53.00 41.00 
9172 9172 30.00 0:00:05:05.734/1000 0:00:05:05.700/1000 320.09 252.93 293.21 224.87 -1000.00 -1000.00 56.00 40.00 
9173 9173 30.00 0:00:05:05.767/1000 0:00:05:05.734/1000 323.49 249.94 292.50 224.35 -1000.00 -1000.00 53.00 38.00 
9174 9173 30.00 0:00:05:05.800/1000 0:00:05:05.767/1000 325.85 245.45 292.01 223.44 -1000.00 -1000.00 58.00 41.00 
9175 9175 30.00 0:00:05:05.834/1000 0:00:05:05.800/1000 323.20 240.80 292.59 222.29 -1000.00 -1000.00 59.00 40.00 
9176 9176 30.00 0:00:05:05.867/1000 0:00:05:05.834/1000 321.52 238.93 292.96 221.80 -1000.00 -1000.00 62.00 40.00 
9177 9176 30.00 0:00:05:05.900/1000 0:00:05:05.867/1000 318.06 238.15 293.70 221.49 -1000.00 -1000.00 62.00 39.00 
9178 9178 30.00 0:00:05:05.934/1000 0:00:05:05.900/1000 314.64 239.21 294.42 221.60 -1000.00 -1000.00 60.00 40.00 
9179 9179 30.00 0:00:05:05.967/1000 0:00:05:05.934/1000 312.05 243.89 294.94 222.54 -1000.00 -1000.00 59.00 40.00 
9180 9179 30.00 0:00:05:06.00/1000 0:00:05:05.967/1000 329.28 266.55 291.21 228.27 -1000.00 -1000.00 58.00 46.00 
9181 9181 30.00 0:00:05:06.34/1000 0:00:05:06.00/1000 348.86 283.30 286.90 232.92 -1000.00 -1000.00 59.00 45.00 
9182 9182 30.00 0:00:05:06.67/1000 0:00:05:06.34/1000 352.07 279.03 286.18 232.14 -1000.00 -1000.00 58.00 45.00 
9183 9182 30.00 0:00:05:06.100/1000 0:00:05:06.67/1000 354.79 274.39 285.56 231.25 -1000.00 -1000.00 59.00 43.00 
9184 9184 30.00 0:00:05:06.134/1000 0:00:05:06.100/1000 356.84 272.44 285.09 230.92 -1000.00 -1000.00 59.00 43.00 
9185 9185 30.00 0:00:05:06.167/1000 0:00:05:06.134/1000 357.61 274.10 284.92 231.33 -1000.00 -1000.00 59.00 44.00 
9186 9185 30.00 0:00:05:06.200/1000 0:00:05:06.167/1000 360.64 277.01 284.23 232.14 -1000.00 -1000.00 59.00 45.00 
9187 9187 30.00 0:00:05:06.234/1000 0:00:05:06.200/1000 363.88 279.25 283.48 232.81 -1000.00 -1000.00 59.00 45.00 
9188 9188 30.00 0:00:05:06.267/1000 0:00:05:06.234/1000 365.29 279.17 283.15 232.87 -1000.00 -1000.00 60.00 45.00 
9189 9188 30.00 0:00:05:06.300/1000 0:00:05:06.267/1000 369.24 277.68 282.23 232.74 -1000.00 -1000.00 58.00 46.00 
9190 9190 30.00 0:00:05:06.334/1000 0:00:05:06.300/1000 371.69 279.83 281.65 233.36 -1000.00 -1000.00 58.00 48.00 
9191 9191 30.00 0:00:05:06.367/1000 0:00:05:06.334/1000 370.83 283.85 281.87 234.22 -1000.00 -1000.00 57.00 47.00 
9192 9191 30.00 0:00:05:06.400/1000 0:00:05:06.367/1000 372.78 291.42 281.43 236.03 -1000.00 -1000.00 51.00 42.00 
9193 9193 30.00 0:00:05:06.434/1000 0:00:05:06.400/1000 370.27 301.14 282.06 238.04 -1000.00 -1000.00 54.00 48.00 
9194 9194 30.00 0:00:05:06.467/1000 0:00:05:06.434/1000 359.80 311.27 284.47 239.63 -1000.00 -1000.00 60.00 54.00 
9195 9194 30.00 0:00:05:06.500/1000 0:00:05:06.467/1000 354.41 319.30 285.69 241.02 -1000.00 -1000.00 57.00 54.00 
9196 9196 30.00 0:00:05:06.534/1000 0:00:05:06.500/1000 356.31 319.92 285.27 241.26 -1000.00 -1000.00 53.00 50.00 
9197 9197 30.00 0:00:05:06.567/1000 0:00:05:06.534/1000 353.12 323.71 285.97 241.87 -1000.00 -1000.00 58.00 53.00 
9198 9197 30.00 0:00:05:06.600/1000 0:00:05:06.567/1000 344.33 329.49 287.89 242.54 -1000.00 -1000.00 65.00 56.00 
9199 9199 30.00 0:00:05:06.634/1000 0:00:05:06.600/1000 338.41 330.33 289.15 242.35 -1000.00 -1000.00 66.00 55.00 
9200 9200 30.00 0:00:05:06.667/1000 0:00:05:06.634/1000 334.70 329.61 289.93 241.97 -1000.00 -1000.00 66.00 55.00 
9201 9200 30.00 0:00:05:06.700/1000 0:00:05:06.667/1000 331.53 329.55 290.60 241.77 -1000.00 -1000.00 67.00 55.00 
9202 9202 30.00 0:00:05:06.734/1000 0:00:05:06.700/1000 330.01 329.50 290.91 241.67 -1000.00 -1000.00 65.00 55.00 
9203 9203 30.00 0:00:05:06.767/1000 0:00:05:06.734/1000 334.44 327.01 289.99 241.42 -1000.00 -1000.00 55.00 53.00 
9204 9203 30.00 0:00:05:06.800/1000 0:00:05:06.767/1000 331.54 327.20 290.60 241.29 -1000.00 -1000.00 65.00 54.00 
9205 9205 30.00 0:00:05:06.834/1000 0:00:05:06.800/1000 320.48 329.75 292.87 241.15 -1000.00 -1000.00 65.00 55.00 
9206 9206 30.00 0:00:05:06.867/1000 0:00:05:06.834/1000 335.49 298.88 289.81 235.58 -1000.00 -1000.00 60.00 49.00 
9207 9206 30.00 0:00:05:06.900/1000 0:00:05:06.867/1000 349.45 265.12 286.77 228.90 -1000.00 -1000.00 60.00 48.00 
9208 9208 30.00 0:00:05:06.934/1000 0:00:05:06.900/1000 344.02 257.58 287.99 226.95 -1000.00 -1000.00 61.00 46.00 
9209 9209 30.00 0:00:05:06.967/1000 0:00:05:06.934/1000 340.26 250.88 288.84 225.27 -1000.00 -1000.00 60.00 45.00 
9210 9209 30.00 0:00:05:07.00/1000 0:00:05:06.967/1000 337.06 242.10 289.56 223.13 -1000.00 -1000.00 58.00 42.00 
9211 9211 30.00 0:00:05:07.34/1000 0:00:05:07.00/1000 326.32 231.70 291.94 220.34 -1000.00 -1000.00 66.00 43.00 
9212 9212 30.00 0:00:05:07.67/1000 0:00:05:07.34/1000 308.00 222.25 295.89 217.55 -1000.00 -1000.00 62.00 39.00 
9213 9212 30.00 0:00:05:07.100/1000 0:00:05:07.67/1000 285.56 210.82 300.56 214.28 -1000.00 -1000.00 63.00 45.00 
9214 9214 30.00 0:00:05:07.134/1000 0:00:05:07.100/1000 262.51 195.60 305.20 210.29 -1000.00 -1000.00 63.00 53.00 
9215 9215 30.00 0:00:05:07.167/1000 0:00:05:07.134/1000 249.43 179.26 307.85 206.38 -1000.00 -1000.00 64.00 58.00 
9216 9215 30.00 0:00:05:07.200/1000 0:00:05:07.167/1000 244.06 163.03 309.05 202.65 -1000.00 -1000.00 47.00 59.00 
9217 9217 30.00 0:00:05:07.234/1000 0:00:05:07.200/1000 242.99 150.21 309.40 199.72 -1000.00 -1000.00 47.00 62.00 
9218 9218 30.00 0:00:05:07.267/1000 0:00:05:07.234/1000 241.52 141.42 309.79 197.69 -1000.00 -1000.00 44.00 59.00 
9219 9218 30.00 0:00:05:07.300/1000 0:00:05:07.267/1000 243.77 135.12 309.45 196.25 -1000.00 -1000.00 48.00 63.00 
9220 9220 30.00 0:00:05:07.334/1000 0:00:05:07.300/1000 244.80 132.42 309.29 195.63 -1000.00 -1000.00 41.00 60.00 
9221 9221 30.00 0:00:05:07.367/1000 0:00:05:07.334/1000 243.24 131.60 309.59 195.42 -1000.00 -1000.00 45.00 63.00 
9222 9221 30.00 0:00:05:07.400/1000 0:00:05:07.367/1000 243.80 131.15 309.49 195.32 -1000.00 -1000.00 46.00 63.00 
9223 9223 30.00 0:00:05:07.434/1000 0:00:05:07.400/1000 239.26 133.47 310.32 195.83 -1000.00 -1000.00 43.00 61.00 
9224 9224 30.00 0:00:05:07.467/1000 0:00:05:07.434/1000 250.78 138.90 308.07 197.19 -1000.00 -1000.00 47.00 62.00 
9225 9224 30.00 0:00:05:07.500/1000 0:00:05:07.467/1000 334.69 157.16 290.24 202.67 -1000.00 -1000.00 65.00 47.00 
9226 9226 30.00 0:00:05:07.534/1000 0:00:05:07.500/1000 430.99 183.55 265.11 211.92 -1000.00 -1000.00 48.00 30.00 
9227 9227 30.00 0:00:05:07.567/1000 0:00:05:07.534/1000 458.90 198.11 256.82 216.99 -1000.00 -1000.00 53.00 36.00 
9228 9227 30.00 0:00:05:07.600/1000 0:00:05:07.567/1000 447.45 197.64 260.39 216.41 -1000.00 -1000.00 55.00 45.00 
9229 9229 30.00 0:00:05:07.634/1000 0:00:05:07.600/1000 430.70 197.81 265.42 215.82 -1000.00 -1000.00 61.00 47.00 
9230 9230 30.00 0:00:05:07.667/1000 0:00:05:07.634/1000 415.36 202.62 269.87 216.53 -1000.00 -1000.00 64.00 45.00 
9231 9230 30.00 0:00:05:07.700/1000 0:00:05:07.667/1000 404.18 208.18 273.00 217.56 -1000.00 -1000.00 64.00 45.00 
9232 9232 30.00 0:00:05:07.734/1000 0:00:05:07.700/1000 396.86 211.92 274.99 218.24 -1000.00 -1000.00 64.00 45.00 
9233 9233 30.00 0:00:05:07.767/1000 0:00:05:07.734/1000 392.76 214.31 276.09 218.69 -1000.00 -1000.00 63.00 45.00 
9234 9233 30.00 0:00:05:07.800/1000 0:00:05:07.767/1000 387.37 219.14 277.51 219.69 -1000.00 -1000.00 64.00 46.00 
9235 9235 30.00 0:00:05:07.834/1000 0:00:05:07.800/1000 381.09 228.84 279.15 221.83 -1000.00 -1000.00 64.00 42.00 
9236 9236 30.00 0:00:05:07.867/1000 0:00:05:07.834/1000 372.56 240.62 281.31 224.30 -1000.00 -1000.00 63.00 41.00 
9237 9236 30.00 0:00:05:07.900/1000 0:00:05:07.867/1000 365.30 252.35 283.09 226.73 -1000.00 -1000.00 63.00 42.00 
9238 9238 30.00 0:00:05:07.934/1000 0:00:05:07.900/1000 358.81 270.75 284.64 230.63 -1000.00 -1000.00 57.00 42.00 
9239 9239 30.00 0:00:05:07.967/1000 0:00:05:07.934/1000 349.21 288.49 286.83 234.08 -1000.00 -1000.00 58.00 44.00 
9240 9239 30.00 0:00:05:08.00/1000 0:00:05:07.967/1000 332.89 308.27 290.35 237.43 -1000.00 -1000.00 56.00 47.00 
9241 9241 30.00 0:00:05:08.34/1000 0:00:05:08.00/1000 322.97 335.24 292.35 242.41 -1000.00 -1000.00 52.00 44.00 
9242 9242 30.00 0:00:05:08.67/1000 0:00:05:08.34/1000 328.04 363.41 291.24 248.35 -1000.00 -1000.00 52.00 47.00 
9243 9242 30.00 0:00:05:08.100/1000 0:00:05:08.67/1000 363.39 344.54 283.73 246.90 -1000.00 -1000.00 61.00 47.00 
9244 9244 30.00 0:00:05:08.134/1000 0:00:05:08.100/1000 399.77 279.64 274.77 234.90 -1000.00 -1000.00 64.00 43.00 
9245 9245 30.00 0:00:05:08.167/1000 0:00:05:08.134/1000 425.21 218.35 267.30 221.06 -1000.00 -1000.00 52.00 34.00 
9246 9245 30.00 0:00:05:08.200/1000 0:00:05:08.167/1000 433.65 187.77 264.39 213.18 -1000.00 -1000.00 66.00 48.00 
9247 9247 30.00 0:00:05:08.234/1000 0:00:05:08.200/1000 424.46 182.61 267.02 211.46 -1000.00 -1000.00 67.00 54.00 
9248 9248 30.00 0:00:05:08.267/1000 0:00:05:08.234/1000 423.59 181.21 267.25 211.05 -1000.00 -1000.00 68.00 64.00 
9249 9248 30.00 0:00:05:08.300/1000 0:00:05:08.267/1000 424.95 180.96 266.85 211.02 -1000.00 -1000.00 67.00 65.00 
9250 9250 30.00 0:00:05:08.334/1000 0:00:05:08.300/1000 422.85 179.34 267.44 210.51 -1000.00 -1000.00 58.00 66.00 
9251 9251 30.00 0:00:05:08.367/1000 0:00:05:08.334/1000 419.01 178.73 268.54 210.23 -1000.00 -1000.00 57.00 65.00 
9252 9251 30.00 0:00:05:08.400/1000 0:00:05:08.367/1000 415.80 179.09 269.47 210.24 -1000.00 -1000.00 55.00 65.00 
9253 9253 30.00 0:00:05:08.434/1000 0:00:05:08.400/1000 410.89 174.36 270.80 208.81 -1000.00 -1000.00 55.00 67.00 
9254 9254 30.00 0:00:05:08.467/1000 0:00:05:08.434/1000 408.69 170.97 271.38 207.83 -1000.00 -1000.00 55.00 66.00 
9255 9254 30.00 0:00:05:08.500/1000 0:00:05:08.467/1000 409.62 170.91 271.12 207.84 -1000.00 -1000.00 54.00 65.00 
9256 9256 30.00 0:00:05:08.534/1000 0:00:05:08.500/1000 407.33 167.12 271.73 206.75 -1000.00 -1000.00 51.00 65.00 
9257 9257 30.00 0:00:05:08.567/1000 0:00:05:08.534/1000 397.91 158.13 274.26 204.07 -1000.00 -1000.00 54.00 53.00 
9258 9257 30.00 0:00:05:08.600/1000 0:00:05:08.567/1000 383.29 147.66 278.14 200.96 -1000.00 -1000.00 55.00 52.00 
9259 9259 30.00 0:00:05:08.634/1000 0:00:05:08.600/1000 371.48 138.83 281.20 198.40 -1000.00 -1000.00 56.00 48.00 
9260 9260 30.00 0:00:05:08.667/1000 0:00:05:08.634/1000 363.32 132.38 283.27 196.56 -1000.00 -1000.00 57.00 47.00 
9261 9260 30.00 0:00:05:08.700/1000 0:00:05:08.667/1000 356.47 128.82 284.99 195.54 -1000.00 -1000.00 55.00 47.00 
9262 9262 30.00 0:00:05:08.734/1000 0:00:05:08.700/1000 348.71 126.61 286.92 194.89 -1000.00 -1000.00 56.00 49.00 
9263 9263 30.00 0:00:05:08.767/1000 0:00:05:08.734/1000 339.95 126.29 289.05 194.75 -1000.00 -1000.00 56.00 49.00 
9264 9263 30.00 0:00:05:08.800/1000 0:00:05:08.767/1000 334.25 127.87 290.41 195.13 -1000.00 -1000.00 49.00 42.00 
9265 9265 30.00 0:00:05:08.834/1000 0:00:05:08.800/1000 334.20 126.76 290.42 194.83 -1000.00 -1000.00 54.00 42.00 
9266 9266 30.00 0:00:05:08.867/1000 0:00:05:08.834/1000 335.41 117.57 290.15 192.41 -1000.00 -1000.00 53.00 41.00 
9267 9266 30.00 0:00:05:08.900/1000 0:00:05:08.867/1000 334.45 103.97 290.41 188.76 -1000.00 -1000.00 55.00 45.00 
9268 9268 30.00 0:00:05:08.934/1000 0:00:05:08.900/1000 331.93 94.51 291.04 186.20 -1000.00 -1000.00 55.00 45.00 
9269 9269 30.00 0:00:05:08.967/1000 0:00:05:08.934/1000 329.63 88.66 291.60 184.61 -1000.00 -1000.00 59.00 45.00 
9270 9269 30.00 0:00:05:09.00/1000 0:00:05:08.967/1000 334.79 83.98 290.37 183.28 -1000.00 -1000.00 63.00 47.00 
9271 9271 30.00 0:00:05:09.34/1000 0:00:05:09.00/1000 350.03 79.66 286.58 181.92 -1000.00 -1000.00 63.00 46.00 
9272 9272 30.00 0:00:05:09.67/1000 0:00:05:09.34/1000 366.08 75.27 282.39 180.46 -1000.00 -1000.00 70.00 45.00 
9273 9272 30.00 0:00:05:09.100/1000 0:00:05:09.67/1000 374.23 76.26 280.19 180.65 -1000.00 -1000.00 60.00 47.00 
9274 9274 30.00 0:00:05:09.134/1000 0:00:05:09.100/1000 335.28 108.12 290.20 189.88 -1000.00 -1000.00 50.00 47.00 
9275 9275 30.00 0:00:05:09.167/1000 0:00:05:09.134/1000 243.45 173.87 309.02 205.07 -1000.00 -1000.00 52.00 62.00 
9276 9275 30.00 0:00:05:09.200/1000 0:00:05:09.167/1000 218.47 207.12 313.04 211.73 -1000.00 -1000.00 53.00 64.00 
9277 9277 30.00 0:00:05:09.234/1000 0:00:05:09.200/1000 270.80 199.12 303.57 211.27 -1000.00 -1000.00 56.00 48.00 
9278 9278 30.00 0:00:05:09.267/1000 0:00:05:09.234/1000 311.25 189.94 295.37 210.18 -1000.00 -1000.00 57.00 43.00 
9279 9278 30.00 0:00:05:09.300/1000 0:00:05:09.267/1000 332.94 183.38 290.59 209.14 -1000.00 -1000.00 52.00 40.00 
9280 9280 30.00 0:00:05:09.334/1000 0:00:05:09.300/1000 341.84 180.63 288.54 208.68 -1000.00 -1000.00 57.00 42.00 
9281 9281 30.00 0:00:05:09.367/1000 0:00:05:09.334/1000 343.78 176.67 288.09 207.75 -1000.00 -1000.00 54.00 43.00 
9282 9281 30.00 0:00:05:09.400/1000 0:00:05:09.367/1000 322.55 163.89 293.00 204.14 -1000.00 -1000.00 52.00 47.00 
9283 9283 30.00 0:00:05:09.434/1000 0:00:05:09.400/1000 303.91 154.03 297.15 201.41 -1000.00 -1000.00 53.00 48.00 
9284 9284 30.00 0:00:05:09.467/1000 0:00:05:09.434/1000 316.32 153.58 294.43 201.48 -1000.00 -1000.00 55.00 46.00 
9285 9284 30.00 0:00:05:09.500/1000 0:00:05:09.467/1000 331.28 152.46 291.04 201.43 -1000.00 -1000.00 55.00 45.00 
9286 9286 30.00 0:00:05:09.534/1000 0:00:05:09.500/1000 339.69 151.68 289.08 201.35 -1000.00 -1000.00 54.00 42.00 
9287 9287 30.00 0:00:05:09.567/1000 0:00:05:09.534/1000 343.42 151.75 288.19 201.43 -1000.00 -1000.00 53.00 42.00 
9288 9287 30.00 0:00:05:09.600/1000 0:00:05:09.567/1000 345.39 153.91 287.72 202.01 -1000.00 -1000.00 54.00 42.00 
9289 9289 30.00 0:00:05:09.634/1000 0:00:05:09.600/1000 348.17 157.89 287.05 203.08 -1000.00 -1000.00 55.00 41.00 
9290 9290 30.00 0:00:05:09.667/1000 0:00:05:09.634/1000 355.19 162.57 285.36 204.41 -1000.00 -1000.00 59.00 41.00 
9291 9290 30.00 0:00:05:09.700/1000 0:00:05:09.667/1000 363.44 169.08 283.33 206.26 -1000.00 -1000.00 69.00 45.00 
9292 9292 30.00 0:00:05:09.734/1000 0:00:05:09.700/1000 371.69 177.48 281.29 208.62 -1000.00 -1000.00 70.00 42.00 
9293 9293 30.00 0:00:05:09.767/1000 0:00:05:09.734/1000 379.81 185.07 279.26 210.80 -1000.00 -1000.00 70.00 44.00 
9294 9293 30.00 0:00:05:09.800/1000 0:00:05:09.767/1000 384.69 190.41 278.02 212.32 -1000.00 -1000.00 69.00 53.00 
9295 9295 30.00 0:00:05:09.834/1000 0:00:05:09.800/1000 385.30 195.00 277.89 213.51 -1000.00 -1000.00 70.00 41.00 
9296 9296 30.00 0:00:05:09.867/1000 0:00:05:09.834/1000 383.77 199.21 278.31 214.54 -1000.00 -1000.00 69.00 43.00 
9297 9296 30.00 0:00:05:09.900/1000 0:00:05:09.867/1000 384.85 202.35 278.05 215.38 -1000.00 -1000.00 69.00 61.00 
9298 9298 30.00 0:00:05:09.934/1000 0:00:05:09.900/1000 387.75 203.58 277.31 215.79 -1000.00 -1000.00 68.00 59.00 
9299 9299 30.00 0:00:05:09.967/1000 0:00:05:09.934/1000 388.50 202.49 277.11 215.54 -1000.00 -1000.00 69.00 61.00 
9300 9299 30.00 0:00:05:10.00/1000 0:00:05:09.967/1000 388.93 201.09 276.99 215.19 -1000.00 -1000.00 66.00 57.00 
9301 9301 30.00 0:00:05:10.34/1000 0:00:05:10.00/1000 385.78 198.50 277.79 214.43 -1000.00 -1000.00 68.00 61.00 
9302 9302 30.00 0:00:05:10.67/1000 0:00:05:10.34/1000 380.83 196.65 279.05 213.79 -1000.00 -1000.00 66.00 56.00 
9303 9302 30.00 0:00:05:10.100/1000 0:00:05:10.67/1000 379.38 196.65 279.42 213.75 -1000.00 -1000.00 66.00 54.00 
9304 9304 30.00 0:00:05:10.134/1000 0:00:05:10.100/1000 378.83 194.99 279.55 213.31 -1000.00 -1000.00 65.00 55.00 
9305 9305 30.00 0:00:05:10.167/1000 0:00:05:10.134/1000 378.62 192.70 279.60 212.72 -1000.00 -1000.00 64.00 56.00 
9306 9305 30.00 0:00:05:10.200/1000 0:00:05:10.167/1000 378.39 190.89 279.65 212.25 -1000.00 -1000.00 64.00 55.00 
9307 9307 30.00 0:00:05:10.234/1000 0:00:05:10.200/1000 378.24 189.95 279.68 212.00 -1000.00 -1000.00 64.00 56.00 
9308 9308 30.00 0:00:05:10.267/1000 0:00:05:10.234/1000 378.05 189.70 279.73 211.93 -1000.00 -1000.00 65.00 56.00 
9309 9308 30.00 0:00:05:10.300/1000 0:00:05:10.267/1000 377.81 188.94 279.78 211.73 -1000.00 -1000.00 65.00 49.00 
9310 9310 30.00 0:00:05:10.334/1000 0:00:05:10.300/1000 377.79 186.89 279.78 211.21 -1000.00 -1000.00 66.00 45.00 
9311 9311 30.00 0:00:05:10.367/1000 0:00:05:10.334/1000 376.07 185.23 280.21 210.73 -1000.00 -1000.00 66.00 52.00 
9312 9311 30.00 0:00:05:10.400/1000 0:00:05:10.367/1000 373.43 183.13 280.87 210.12 -1000.00 -1000.00 65.00 54.00 
9313 9313 30.00 0:00:05:10.434/1000 0:00:05:10.400/1000 372.64 181.28 281.06 209.63 -1000.00 -1000.00 65.00 50.00 
9314 9314 30.00 0:00:05:10.467/1000 0:00:05:10.434/1000 374.55 181.26 280.58 209.67 -1000.00 -1000.00 66.00 54.00 
9315 9314 30.00 0:00:05:10.500/1000 0:00:05:10.467/1000 377.12 179.50 279.92 209.28 -1000.00 -1000.00 66.00 45.00 
9316 9316 30.00 0:00:05:10.534/1000 0:00:05:10.500/1000 378.24 176.59 279.62 208.56 -1000.00 -1000.00 65.00 41.00 
9317 9317 30.00 0:00:05:10.567/1000 0:00:05:10.534/1000 380.34 175.77 279.07 208.40 -1000.00 -1000.00 65.00 45.00 
