record started at: 04-26-19 12:52:11

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
28134 28133 30.00 0:00:15:37.800/1000 0:00:15:37.767/1000 519.37 338.83 308.07 316.93 -1000.00 -1000.00 48.00 48.00 
28135 28135 30.00 0:00:15:37.834/1000 0:00:15:37.800/1000 546.82 148.98 309.57 267.93 -1000.00 -1000.00 52.00 52.00 
28136 28136 30.00 0:00:15:37.867/1000 0:00:15:37.834/1000 364.57 -29.53 375.89 229.50 -1000.00 -1000.00 53.00 56.00 
28137 28136 30.00 0:00:15:37.900/1000 0:00:15:37.867/1000 301.53 208.01 377.49 285.61 -1000.00 -1000.00 52.00 49.00 
28138 28138 30.00 0:00:15:37.934/1000 0:00:15:37.900/1000 634.66 118.20 277.60 256.61 -1000.00 -1000.00 56.00 56.00 
28139 28139 30.00 0:00:15:37.967/1000 0:00:15:37.934/1000 735.67 -55.45 241.00 193.50 -1000.00 -1000.00 56.00 56.00 
28140 28139 30.00 0:00:15:38.00/1000 0:00:15:37.967/1000 632.33 228.75 272.11 288.64 -1000.00 -1000.00 52.00 49.00 
28141 28141 30.00 0:00:15:38.34/1000 0:00:15:38.00/1000 602.01 284.89 281.11 304.14 -1000.00 -1000.00 48.00 48.00 
28142 28142 30.00 0:00:15:38.67/1000 0:00:15:38.34/1000 799.53 49.54 199.22 224.71 -1000.00 -1000.00 52.00 52.00 
28143 28142 30.00 0:00:15:38.100/1000 0:00:15:38.67/1000 783.92 34.81 209.22 220.71 -1000.00 -1000.00 56.00 56.00 
28144 28144 30.00 0:00:15:38.134/1000 0:00:15:38.100/1000 474.31 218.38 329.63 286.88 -1000.00 -1000.00 40.00 52.00 
28145 28145 30.00 0:00:15:38.167/1000 0:00:15:38.134/1000 145.04 254.03 408.55 295.43 -1000.00 -1000.00 46.00 47.00 
28146 28145 30.00 0:00:15:38.200/1000 0:00:15:38.167/1000 114.02 181.04 418.42 281.55 -1000.00 -1000.00 48.00 48.00 
28147 28147 30.00 0:00:15:38.234/1000 0:00:15:38.200/1000 317.19 237.78 372.00 292.00 -1000.00 -1000.00 48.00 48.00 
28148 28148 30.00 0:00:15:38.267/1000 0:00:15:38.234/1000 238.29 158.88 394.74 275.79 -1000.00 -1000.00 48.00 48.00 
28149 28148 30.00 0:00:15:38.300/1000 0:00:15:38.267/1000 9.56 80.08 441.98 264.08 -1000.00 -1000.00 48.00 48.00 
28150 28150 30.00 0:00:15:38.334/1000 0:00:15:38.300/1000 9.56 80.08 441.98 264.08 -1000.00 -1000.00 48.00 48.00 
28151 28151 30.00 0:00:15:38.367/1000 0:00:15:38.334/1000 41.13 60.16 437.91 259.75 -1000.00 -1000.00 48.00 40.00 
28152 28151 30.00 0:00:15:38.400/1000 0:00:15:38.367/1000 121.16 -14.83 428.17 242.96 -1000.00 -1000.00 52.00 52.00 
28153 28153 30.00 0:00:15:38.434/1000 0:00:15:38.400/1000 350.55 -13.88 378.54 233.95 -1000.00 -1000.00 56.00 56.00 
28154 28154 30.00 0:00:15:38.467/1000 0:00:15:38.434/1000 554.91 76.74 311.04 247.95 -1000.00 -1000.00 52.00 52.00 
28155 28154 30.00 0:00:15:38.500/1000 0:00:15:38.467/1000 405.26 87.10 357.82 256.07 -1000.00 -1000.00 48.00 42.00 
28156 28156 30.00 0:00:15:38.534/1000 0:00:15:38.500/1000 104.23 36.63 428.30 253.71 -1000.00 -1000.00 47.00 38.00 
28157 28157 30.00 0:00:15:38.567/1000 0:00:15:38.534/1000 121.69 18.92 426.13 249.70 -1000.00 -1000.00 48.00 35.00 
28158 28157 30.00 0:00:15:38.600/1000 0:00:15:38.567/1000 285.51 -267.93 410.19 177.35 -1000.00 -1000.00 45.00 52.00 
28159 28159 30.00 0:00:15:38.634/1000 0:00:15:38.600/1000 311.23 -302.97 406.54 166.28 -1000.00 -1000.00 52.00 52.00 
28160 28160 30.00 0:00:15:38.667/1000 0:00:15:38.634/1000 132.33 -181.97 436.00 208.00 -1000.00 -1000.00 52.00 52.00 
28161 28160 30.00 0:00:15:38.700/1000 0:00:15:38.667/1000 195.94 -303.08 431.40 176.92 -1000.00 -1000.00 54.00 56.00 
28162 28162 30.00 0:00:15:38.734/1000 0:00:15:38.700/1000 218.48 -261.28 424.21 184.61 -1000.00 -1000.00 56.00 56.00 
28163 28163 30.00 0:00:15:38.767/1000 0:00:15:38.734/1000 124.69 -147.29 435.31 215.70 -1000.00 -1000.00 60.00 60.00 
28164 28163 30.00 0:00:15:38.800/1000 0:00:15:38.767/1000 156.78 -99.83 426.50 224.00 -1000.00 -1000.00 60.00 60.00 
28165 28165 30.00 0:00:15:38.834/1000 0:00:15:38.800/1000 192.18 -69.11 417.73 228.86 -1000.00 -1000.00 56.00 56.00 
28166 28166 30.00 0:00:15:38.867/1000 0:00:15:38.834/1000 376.12 -11.26 371.73 233.36 -1000.00 -1000.00 56.00 56.00 
28167 28166 30.00 0:00:15:38.900/1000 0:00:15:38.867/1000 395.23 -39.79 368.36 225.34 -1000.00 -1000.00 52.00 49.00 
28168 28168 30.00 0:00:15:38.934/1000 0:00:15:38.900/1000 437.36 42.31 351.36 243.84 -1000.00 -1000.00 52.00 52.00 
28169 28169 30.00 0:00:15:38.967/1000 0:00:15:38.934/1000 576.90 184.70 296.50 277.00 -1000.00 -1000.00 52.00 52.00 
28170 28169 30.00 0:00:15:39.00/1000 0:00:15:38.967/1000 531.14 91.75 318.50 253.00 -1000.00 -1000.00 48.00 48.00 
28171 28171 30.00 0:00:15:39.34/1000 0:00:15:39.00/1000 281.54 -260.19 410.58 179.58 -1000.00 -1000.00 23.00 26.00 
28172 28172 30.00 0:00:15:39.67/1000 0:00:15:39.34/1000 35.92 -568.58 476.23 133.52 -1000.00 -1000.00 23.00 26.00 
28173 28172 30.00 0:00:15:39.100/1000 0:00:15:39.67/1000 71.11 -576.84 471.25 127.83 -1000.00 -1000.00 24.00 26.00 
28174 28174 30.00 0:00:15:39.134/1000 0:00:15:39.100/1000 100.34 -580.73 466.73 123.55 -1000.00 -1000.00 31.00 33.00 
28175 28175 30.00 0:00:15:39.167/1000 0:00:15:39.134/1000 125.60 -571.88 461.86 122.53 -1000.00 -1000.00 30.00 32.00 
28176 28175 30.00 0:00:15:39.200/1000 0:00:15:39.167/1000 182.26 -337.61 436.27 170.24 -1000.00 -1000.00 52.00 47.00 
28177 28177 30.00 0:00:15:39.234/1000 0:00:15:39.200/1000 281.00 -16.93 395.53 236.38 -1000.00 -1000.00 56.00 56.00 
28178 28178 30.00 0:00:15:39.267/1000 0:00:15:39.234/1000 323.10 -5.77 384.89 237.11 -1000.00 -1000.00 52.00 52.00 
28179 28178 30.00 0:00:15:39.300/1000 0:00:15:39.267/1000 394.00 -174.37 377.24 191.26 -1000.00 -1000.00 48.00 48.00 
28180 28180 30.00 0:00:15:39.334/1000 0:00:15:39.300/1000 469.02 -155.52 354.35 189.65 -1000.00 -1000.00 48.00 48.00 
28181 28181 30.00 0:00:15:39.367/1000 0:00:15:39.334/1000 506.02 149.48 323.50 269.00 -1000.00 -1000.00 52.00 52.00 
28182 28181 30.00 0:00:15:39.400/1000 0:00:15:39.367/1000 484.30 269.72 323.50 299.50 -1000.00 -1000.00 52.00 52.00 
28183 28183 30.00 0:00:15:39.434/1000 0:00:15:39.400/1000 324.45 25.46 382.67 244.30 -1000.00 -1000.00 56.00 42.00 
28184 28184 30.00 0:00:15:39.467/1000 0:00:15:39.434/1000 329.44 -35.73 385.17 229.80 -1000.00 -1000.00 60.00 60.00 
28185 28184 30.00 0:00:15:39.500/1000 0:00:15:39.467/1000 329.78 132.19 375.00 268.50 -1000.00 -1000.00 56.00 56.00 
28186 28186 30.00 0:00:15:39.534/1000 0:00:15:39.500/1000 146.66 -2.97 422.73 244.50 -1000.00 -1000.00 31.00 42.00 
28187 28187 30.00 0:00:15:39.567/1000 0:00:15:39.534/1000 27.49 -51.84 446.44 238.94 -1000.00 -1000.00 47.00 44.00 
28188 28187 30.00 0:00:15:39.600/1000 0:00:15:39.567/1000 -56.71 202.30 445.73 286.51 -1000.00 -1000.00 52.00 45.00 
28189 28189 30.00 0:00:15:39.634/1000 0:00:15:39.600/1000 -45.69 233.28 442.44 291.79 -1000.00 -1000.00 52.00 45.00 
28190 28190 30.00 0:00:15:39.667/1000 0:00:15:39.634/1000 39.95 127.18 434.42 272.25 -1000.00 -1000.00 56.00 56.00 
28191 28190 30.00 0:00:15:39.700/1000 0:00:15:39.667/1000 244.85 208.27 390.49 286.03 -1000.00 -1000.00 52.00 52.00 
28192 28192 30.00 0:00:15:39.734/1000 0:00:15:39.700/1000 417.90 314.09 341.00 309.50 -1000.00 -1000.00 48.00 48.00 
28193 28193 30.00 0:00:15:39.767/1000 0:00:15:39.734/1000 486.33 89.44 333.50 254.00 -1000.00 -1000.00 52.00 52.00 
28194 28193 30.00 0:00:15:39.800/1000 0:00:15:39.767/1000 302.66 54.20 386.21 251.62 -1000.00 -1000.00 56.00 46.00 
28195 28195 30.00 0:00:15:39.834/1000 0:00:15:39.800/1000 70.60 99.67 430.71 266.62 -1000.00 -1000.00 60.00 60.00 
28196 28196 30.00 0:00:15:39.867/1000 0:00:15:39.834/1000 136.27 34.96 422.50 252.50 -1000.00 -1000.00 64.00 64.00 
28197 28196 30.00 0:00:15:39.900/1000 0:00:15:39.867/1000 220.35 108.30 401.50 265.50 -1000.00 -1000.00 64.00 64.00 
28198 28198 30.00 0:00:15:39.934/1000 0:00:15:39.900/1000 220.75 115.51 401.00 267.00 -1000.00 -1000.00 60.00 60.00 
28199 28199 30.00 0:00:15:39.967/1000 0:00:15:39.934/1000 328.94 170.03 373.00 277.00 -1000.00 -1000.00 56.00 56.00 
28200 28199 30.00 0:00:15:40.00/1000 0:00:15:39.967/1000 419.84 234.45 345.00 291.00 -1000.00 -1000.00 60.00 60.00 
28201 28201 30.00 0:00:15:40.34/1000 0:00:15:40.00/1000 236.02 171.73 394.50 278.50 -1000.00 -1000.00 64.00 64.00 
28202 28202 30.00 0:00:15:40.67/1000 0:00:15:40.34/1000 146.76 26.55 421.00 250.50 -1000.00 -1000.00 64.00 64.00 
28203 28202 30.00 0:00:15:40.100/1000 0:00:15:40.67/1000 210.30 92.92 404.50 262.50 -1000.00 -1000.00 68.00 68.00 
28204 28204 30.00 0:00:15:40.134/1000 0:00:15:40.100/1000 213.02 100.39 403.50 264.00 -1000.00 -1000.00 72.00 72.00 
28205 28205 30.00 0:00:15:40.167/1000 0:00:15:40.134/1000 162.59 44.29 416.93 253.66 -1000.00 -1000.00 68.00 68.00 
28206 28205 30.00 0:00:15:40.200/1000 0:00:15:40.167/1000 159.99 -7.24 420.42 243.16 -1000.00 -1000.00 68.00 68.00 
28207 28207 30.00 0:00:15:40.234/1000 0:00:15:40.200/1000 145.29 -20.26 423.99 241.01 -1000.00 -1000.00 64.00 64.00 
28208 28208 30.00 0:00:15:40.267/1000 0:00:15:40.234/1000 330.86 68.56 378.50 254.00 -1000.00 -1000.00 64.00 64.00 
28209 28208 30.00 0:00:15:40.300/1000 0:00:15:40.267/1000 319.38 82.43 380.50 257.50 -1000.00 -1000.00 68.00 68.00 
28210 28210 30.00 0:00:15:40.334/1000 0:00:15:40.300/1000 68.13 75.11 432.50 262.00 -1000.00 -1000.00 68.00 68.00 
28211 28211 30.00 0:00:15:40.367/1000 0:00:15:40.334/1000 72.56 70.35 432.00 261.00 -1000.00 -1000.00 64.00 64.00 
28212 28211 30.00 0:00:15:40.400/1000 0:00:15:40.367/1000 71.40 64.99 432.50 260.00 -1000.00 -1000.00 64.00 64.00 
28213 28213 30.00 0:00:15:40.434/1000 0:00:15:40.400/1000 67.94 48.90 434.00 257.00 -1000.00 -1000.00 64.00 64.00 
28214 28214 30.00 0:00:15:40.467/1000 0:00:15:40.434/1000 349.01 92.56 372.50 259.00 -1000.00 -1000.00 60.00 60.00 
28215 28214 30.00 0:00:15:40.500/1000 0:00:15:40.467/1000 325.32 83.16 379.00 257.50 -1000.00 -1000.00 64.00 64.00 
28216 28216 30.00 0:00:15:40.534/1000 0:00:15:40.500/1000 6.20 -10.03 447.50 247.50 -1000.00 -1000.00 64.00 64.00 
28217 28217 30.00 0:00:15:40.567/1000 0:00:15:40.534/1000 26.73 -59.52 447.00 237.50 -1000.00 -1000.00 68.00 68.00 
28218 28217 30.00 0:00:15:40.600/1000 0:00:15:40.567/1000 49.01 -114.37 446.50 226.00 -1000.00 -1000.00 68.00 68.00 
28219 28219 30.00 0:00:15:40.634/1000 0:00:15:40.600/1000 55.44 -158.40 448.00 217.00 -1000.00 -1000.00 68.00 68.00 
28220 28220 30.00 0:00:15:40.667/1000 0:00:15:40.634/1000 64.66 -176.03 447.50 213.00 -1000.00 -1000.00 72.00 72.00 
28221 28220 30.00 0:00:15:40.700/1000 0:00:15:40.667/1000 83.22 -178.51 444.50 211.50 -1000.00 -1000.00 72.00 72.00 
28222 28222 30.00 0:00:15:40.734/1000 0:00:15:40.700/1000 96.10 -182.36 442.50 210.00 -1000.00 -1000.00 68.00 68.00 
28223 28223 30.00 0:00:15:40.767/1000 0:00:15:40.734/1000 115.02 -196.37 440.00 206.00 -1000.00 -1000.00 72.00 72.00 
28224 28223 30.00 0:00:15:40.800/1000 0:00:15:40.767/1000 163.75 -196.37 431.00 203.00 -1000.00 -1000.00 72.00 72.00 
28225 28225 30.00 0:00:15:40.834/1000 0:00:15:40.800/1000 155.09 -226.68 434.50 197.00 -1000.00 -1000.00 68.00 68.00 
28226 28226 30.00 0:00:15:40.867/1000 0:00:15:40.834/1000 116.30 -274.11 444.50 189.50 -1000.00 -1000.00 68.00 68.00 
28227 28226 30.00 0:00:15:40.900/1000 0:00:15:40.867/1000 121.71 -281.64 444.00 187.50 -1000.00 -1000.00 72.00 72.00 
28228 28228 30.00 0:00:15:40.934/1000 0:00:15:40.900/1000 129.54 -272.00 442.00 189.00 -1000.00 -1000.00 72.00 72.00 
28229 28229 30.00 0:00:15:40.967/1000 0:00:15:40.934/1000 255.31 -325.40 420.58 166.31 -1000.00 -1000.00 72.00 72.00 
28230 28229 30.00 0:00:15:41.00/1000 0:00:15:40.967/1000 355.23 -366.53 400.09 145.04 -1000.00 -1000.00 72.00 72.00 
28231 28231 30.00 0:00:15:41.34/1000 0:00:15:41.00/1000 277.94 -277.49 412.51 175.73 -1000.00 -1000.00 68.00 68.00 
28232 28232 30.00 0:00:15:41.67/1000 0:00:15:41.34/1000 203.38 -184.72 422.50 203.00 -1000.00 -1000.00 72.00 72.00 
28233 28232 30.00 0:00:15:41.100/1000 0:00:15:41.67/1000 106.97 -61.86 433.47 234.01 -1000.00 -1000.00 71.00 69.00 
28234 28234 30.00 0:00:15:41.134/1000 0:00:15:41.100/1000 85.17 -38.41 435.97 239.51 -1000.00 -1000.00 80.00 80.00 
28235 28235 30.00 0:00:15:41.167/1000 0:00:15:41.134/1000 147.67 -87.56 427.50 227.00 -1000.00 -1000.00 76.00 76.00 
28236 28235 30.00 0:00:15:41.200/1000 0:00:15:41.167/1000 131.92 -54.53 428.50 234.50 -1000.00 -1000.00 76.00 76.00 
28237 28237 30.00 0:00:15:41.234/1000 0:00:15:41.200/1000 168.32 -21.69 419.65 239.87 -1000.00 -1000.00 80.00 80.00 
28238 28238 30.00 0:00:15:41.267/1000 0:00:15:41.234/1000 114.60 44.94 425.95 255.07 -1000.00 -1000.00 84.00 73.00 
28239 28238 30.00 0:00:15:41.300/1000 0:00:15:41.267/1000 118.72 -26.34 429.29 240.72 -1000.00 -1000.00 80.00 80.00 
28240 28240 30.00 0:00:15:41.334/1000 0:00:15:41.300/1000 135.57 -65.89 428.49 232.02 -1000.00 -1000.00 76.00 76.00 
28241 28241 30.00 0:00:15:41.367/1000 0:00:15:41.334/1000 73.95 16.99 434.76 250.70 -1000.00 -1000.00 80.00 69.00 
28242 28241 30.00 0:00:15:41.400/1000 0:00:15:41.367/1000 70.14 66.81 432.62 260.37 -1000.00 -1000.00 79.00 72.00 
28243 28243 30.00 0:00:15:41.434/1000 0:00:15:41.400/1000 50.65 74.58 435.51 262.26 -1000.00 -1000.00 78.00 73.00 
28244 28244 30.00 0:00:15:41.467/1000 0:00:15:41.434/1000 25.72 70.62 439.88 262.02 -1000.00 -1000.00 84.00 74.00 
28245 28244 30.00 0:00:15:41.500/1000 0:00:15:41.467/1000 29.14 61.43 439.83 260.24 -1000.00 -1000.00 84.00 75.00 
28246 28246 30.00 0:00:15:41.534/1000 0:00:15:41.500/1000 66.31 34.78 435.07 254.33 -1000.00 -1000.00 88.00 80.00 
28247 28247 30.00 0:00:15:41.567/1000 0:00:15:41.534/1000 214.55 -172.31 419.46 205.04 -1000.00 -1000.00 84.00 84.00 
28248 28247 30.00 0:00:15:41.600/1000 0:00:15:41.567/1000 243.35 -205.58 415.49 195.51 -1000.00 -1000.00 88.00 88.00 
28249 28249 30.00 0:00:15:41.634/1000 0:00:15:41.600/1000 147.71 -23.46 423.72 240.26 -1000.00 -1000.00 88.00 81.00 
28250 28250 30.00 0:00:15:41.667/1000 0:00:15:41.634/1000 141.43 17.56 422.53 248.84 -1000.00 -1000.00 84.00 75.00 
28251 28250 30.00 0:00:15:41.700/1000 0:00:15:41.667/1000 280.69 -191.78 406.41 195.98 -1000.00 -1000.00 80.00 80.00 
28252 28252 30.00 0:00:15:41.734/1000 0:00:15:41.700/1000 692.28 65.77 255.16 237.77 -1000.00 -1000.00 72.00 71.00 
28253 28253 30.00 0:00:15:41.767/1000 0:00:15:41.734/1000 837.97 305.67 162.28 313.91 -1000.00 -1000.00 43.00 52.00 
28254 28253 30.00 0:00:15:41.800/1000 0:00:15:41.767/1000 725.27 244.22 228.97 292.86 -1000.00 -1000.00 80.00 80.00 
28255 28255 30.00 0:00:15:41.834/1000 0:00:15:41.800/1000 671.42 232.72 255.04 289.58 -1000.00 -1000.00 78.00 80.00 
28256 28256 30.00 0:00:15:41.867/1000 0:00:15:41.834/1000 790.29 282.16 192.22 305.23 -1000.00 -1000.00 72.00 72.00 
28257 28256 30.00 0:00:15:41.900/1000 0:00:15:41.867/1000 892.11 313.12 125.18 317.92 -1000.00 -1000.00 68.00 72.00 
28258 28258 30.00 0:00:15:41.934/1000 0:00:15:41.900/1000 900.30 302.17 119.65 314.13 -1000.00 -1000.00 74.00 76.00 
28259 28259 30.00 0:00:15:41.967/1000 0:00:15:41.934/1000 811.80 214.49 183.02 282.49 -1000.00 -1000.00 84.00 84.00 
28260 28259 30.00 0:00:15:42.00/1000 0:00:15:41.967/1000 520.94 -61.38 331.51 211.45 -1000.00 -1000.00 88.00 88.00 
28261 28261 30.00 0:00:15:42.34/1000 0:00:15:42.00/1000 298.03 -295.89 409.14 169.35 -1000.00 -1000.00 92.00 92.00 
28262 28262 30.00 0:00:15:42.67/1000 0:00:15:42.34/1000 334.15 -167.86 392.27 197.72 -1000.00 -1000.00 92.00 92.00 
28263 28262 30.00 0:00:15:42.100/1000 0:00:15:42.67/1000 335.79 -159.43 391.33 199.66 -1000.00 -1000.00 88.00 88.00 
28264 28264 30.00 0:00:15:42.134/1000 0:00:15:42.100/1000 305.65 -271.10 405.76 174.74 -1000.00 -1000.00 84.00 84.00 
28265 28265 30.00 0:00:15:42.167/1000 0:00:15:42.134/1000 282.03 -220.44 407.93 189.07 -1000.00 -1000.00 84.00 84.00 
28266 28265 30.00 0:00:15:42.200/1000 0:00:15:42.167/1000 280.10 -220.96 408.39 189.10 -1000.00 -1000.00 88.00 88.00 
28267 28267 30.00 0:00:15:42.234/1000 0:00:15:42.200/1000 290.55 -264.83 408.84 177.66 -1000.00 -1000.00 84.00 84.00 
28268 28268 30.00 0:00:15:42.267/1000 0:00:15:42.234/1000 289.74 -274.62 409.66 175.35 -1000.00 -1000.00 88.00 88.00 
28269 28268 30.00 0:00:15:42.300/1000 0:00:15:42.267/1000 282.94 -267.08 410.71 177.79 -1000.00 -1000.00 92.00 92.00 
28270 28270 30.00 0:00:15:42.334/1000 0:00:15:42.300/1000 282.65 -287.42 412.10 172.89 -1000.00 -1000.00 96.00 96.00 
28271 28271 30.00 0:00:15:42.367/1000 0:00:15:42.334/1000 695.22 -25.64 259.30 207.82 -1000.00 -1000.00 68.00 92.00 
28272 28271 30.00 0:00:15:42.400/1000 0:00:15:42.367/1000 801.97 86.63 195.71 237.93 -1000.00 -1000.00 96.00 96.00 
28273 28273 30.00 0:00:15:42.434/1000 0:00:15:42.400/1000 640.11 -32.47 284.50 210.50 -1000.00 -1000.00 100.00 100.00 
28274 28274 30.00 0:00:15:42.467/1000 0:00:15:42.434/1000 761.55 18.47 222.75 216.86 -1000.00 -1000.00 96.00 80.00 
28275 28274 30.00 0:00:15:42.500/1000 0:00:15:42.467/1000 900.64 134.34 126.68 249.73 -1000.00 -1000.00 85.00 88.00 
28276 28276 30.00 0:00:15:42.534/1000 0:00:15:42.500/1000 860.10 124.76 156.43 248.37 -1000.00 -1000.00 92.00 92.00 
28277 28277 30.00 0:00:15:42.567/1000 0:00:15:42.534/1000 711.58 63.94 246.00 236.00 -1000.00 -1000.00 88.00 88.00 
28278 28277 30.00 0:00:15:42.600/1000 0:00:15:42.567/1000 504.94 -84.78 338.34 206.15 -1000.00 -1000.00 92.00 92.00 
28279 28279 30.00 0:00:15:42.634/1000 0:00:15:42.600/1000 306.42 -266.97 405.31 175.68 -1000.00 -1000.00 88.00 88.00 
28280 28280 30.00 0:00:15:42.667/1000 0:00:15:42.634/1000 302.96 -253.87 405.27 179.22 -1000.00 -1000.00 92.00 92.00 
28281 28280 30.00 0:00:15:42.700/1000 0:00:15:42.667/1000 285.29 -234.76 408.10 185.38 -1000.00 -1000.00 92.00 92.00 
28282 28282 30.00 0:00:15:42.734/1000 0:00:15:42.700/1000 446.95 -26.77 352.80 225.69 -1000.00 -1000.00 88.00 88.00 
28283 28283 30.00 0:00:15:42.767/1000 0:00:15:42.734/1000 780.02 200.36 202.32 278.22 -1000.00 -1000.00 78.00 81.00 
28284 28283 30.00 0:00:15:42.800/1000 0:00:15:42.767/1000 897.80 238.51 124.21 290.30 -1000.00 -1000.00 80.00 64.00 
28285 28285 30.00 0:00:15:42.834/1000 0:00:15:42.800/1000 854.39 210.95 156.10 280.58 -1000.00 -1000.00 80.00 64.00 
28286 28286 30.00 0:00:15:42.867/1000 0:00:15:42.834/1000 721.72 128.82 237.21 256.50 -1000.00 -1000.00 84.00 84.00 
28287 28286 30.00 0:00:15:42.900/1000 0:00:15:42.867/1000 422.36 95.10 352.50 257.50 -1000.00 -1000.00 80.00 80.00 
28288 28288 30.00 0:00:15:42.934/1000 0:00:15:42.900/1000 184.09 56.29 411.98 255.54 -1000.00 -1000.00 84.00 84.00 
28289 28289 30.00 0:00:15:42.967/1000 0:00:15:42.934/1000 337.08 -30.99 382.98 230.54 -1000.00 -1000.00 88.00 88.00 
28290 28289 30.00 0:00:15:43.00/1000 0:00:15:42.967/1000 360.04 -113.73 382.33 209.18 -1000.00 -1000.00 92.00 92.00 
28291 28291 30.00 0:00:15:43.34/1000 0:00:15:43.00/1000 239.69 -211.80 416.66 194.35 -1000.00 -1000.00 92.00 92.00 
28292 28292 30.00 0:00:15:43.67/1000 0:00:15:43.34/1000 184.75 -45.39 417.81 234.24 -1000.00 -1000.00 92.00 92.00 
28293 28292 30.00 0:00:15:43.100/1000 0:00:15:43.67/1000 64.31 254.37 423.36 295.45 -1000.00 -1000.00 92.00 92.00 
28294 28294 30.00 0:00:15:43.134/1000 0:00:15:43.100/1000 154.59 169.31 411.38 278.89 -1000.00 -1000.00 92.00 92.00 
28295 28295 30.00 0:00:15:43.167/1000 0:00:15:43.134/1000 274.75 74.70 391.49 257.01 -1000.00 -1000.00 88.00 88.00 
28296 28295 30.00 0:00:15:43.200/1000 0:00:15:43.167/1000 281.14 169.53 384.50 277.50 -1000.00 -1000.00 88.00 88.00 
28297 28297 30.00 0:00:15:43.234/1000 0:00:15:43.200/1000 284.38 235.12 380.00 291.50 -1000.00 -1000.00 88.00 88.00 
28298 28298 30.00 0:00:15:43.267/1000 0:00:15:43.234/1000 406.03 72.25 358.50 252.44 -1000.00 -1000.00 58.00 84.00 
28299 28298 30.00 0:00:15:43.300/1000 0:00:15:43.267/1000 622.74 -0.56 289.75 221.70 -1000.00 -1000.00 58.00 88.00 
28300 28300 30.00 0:00:15:43.334/1000 0:00:15:43.300/1000 845.47 23.48 171.55 210.61 -1000.00 -1000.00 92.00 77.00 
28301 28301 30.00 0:00:15:43.367/1000 0:00:15:43.334/1000 868.73 111.57 151.09 242.78 -1000.00 -1000.00 88.00 77.00 
28302 28301 30.00 0:00:15:43.400/1000 0:00:15:43.367/1000 862.12 234.43 149.77 289.01 -1000.00 -1000.00 84.00 62.00 
28303 28303 30.00 0:00:15:43.434/1000 0:00:15:43.400/1000 938.51 199.80 93.78 274.44 -1000.00 -1000.00 88.00 79.00 
28304 28304 30.00 0:00:15:43.467/1000 0:00:15:43.434/1000 939.31 226.28 92.10 285.15 -1000.00 -1000.00 88.00 67.00 
28305 28304 30.00 0:00:15:43.500/1000 0:00:15:43.467/1000 930.17 259.57 98.29 298.39 -1000.00 -1000.00 84.00 70.00 
28306 28306 30.00 0:00:15:43.534/1000 0:00:15:43.500/1000 914.67 289.13 109.33 309.57 -1000.00 -1000.00 82.00 58.00 
28307 28307 30.00 0:00:15:43.567/1000 0:00:15:43.534/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
28308 28307 30.00 0:00:15:43.600/1000 0:00:15:43.567/1000 894.35 54.58 135.15 217.97 -1000.00 -1000.00 17.00 17.00 
28309 28309 30.00 0:00:15:43.634/1000 0:00:15:43.600/1000 905.47 -173.31 137.73 116.42 -1000.00 -1000.00 77.00 69.00 
28310 28310 30.00 0:00:15:43.667/1000 0:00:15:43.634/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 77.00 69.00 
28311 28310 30.00 0:00:15:43.700/1000 0:00:15:43.667/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 77.00 69.00 
28312 28312 30.00 0:00:15:43.734/1000 0:00:15:43.700/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 77.00 69.00 
28313 28313 30.00 0:00:15:43.767/1000 0:00:15:43.734/1000 907.58 -179.49 136.34 112.99 -1000.00 -1000.00 73.00 76.00 
28314 28313 30.00 0:00:15:43.800/1000 0:00:15:43.767/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 73.00 76.00 
28315 28315 30.00 0:00:15:43.834/1000 0:00:15:43.800/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 73.00 76.00 
28316 28316 30.00 0:00:15:43.867/1000 0:00:15:43.834/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 73.00 76.00 
28317 28316 30.00 0:00:15:43.900/1000 0:00:15:43.867/1000 571.23 -10.59 310.47 222.32 -1000.00 -1000.00 16.00 22.00 
28318 28318 30.00 0:00:15:43.934/1000 0:00:15:43.900/1000 597.89 64.64 295.67 242.54 -1000.00 -1000.00 32.00 44.00 
28319 28319 30.00 0:00:15:43.967/1000 0:00:15:43.934/1000 896.86 95.87 131.30 234.55 -1000.00 -1000.00 38.00 38.00 
28320 28319 30.00 0:00:15:44.00/1000 0:00:15:43.967/1000 905.61 272.24 116.93 303.06 -1000.00 -1000.00 80.00 73.00 
